,0,1
779,2077.25,5.924701690673828e-05 6.955862045288086e-05 0.0001939833164215088 6.860494613647461e-05 5.5909156799316406e-05 6.580352783203125e-05 0.9996067881584167 7.015466690063477e-05 0.3920355439186096 8.279085159301758e-05 0.0036330223083496094 0.0004011094570159912 0.0012769103050231934 7.021427154541016e-05 0.0009574294090270996 0.0005684494972229004 0.9996123909950256 7.444620132446289e-05 5.829334259033203e-05 6.002187728881836e-05 9.551644325256348e-05 0.999640941619873 0.9994142055511475 6.830692291259766e-05 0.11057263612747192 0.99965500831604 0.34912431240081787 7.87973403930664e-05 5.7578086853027344e-05 6.335973739624023e-05 0.0006078183650970459 0.0009494125843048096 0.0007406771183013916 0.01193249225616455 0.9995561242103577 5.936622619628906e-05 0.9960432052612305 0.00012323260307312012 5.555152893066406e-05 5.6743621826171875e-05 0.9971160888671875 0.9996566772460938 0.13537684082984924 0.03610190749168396 0.9995244741439819 0.051568835973739624 0.0002574920654296875 0.00017958879470825195 0.0014397501945495605 0.9888512492179871 0.00036522746086120605 5.418062210083008e-05 0.009982407093048096 5.996227264404297e-05 0.999413251876831 0.26495885848999023 0.8891137838363647 0.0006224513053894043 0.9992576241493225 0.9691501259803772 7.468461990356445e-05 0.024266421794891357 0.019010603427886963 0.004485756158828735 6.878376007080078e-05 0.0002657473087310791 6.628036499023438e-05 0.016910523176193237 9.366869926452637e-05 7.331371307373047e-05 6.747245788574219e-05 5.59687614440918e-05 0.00017982721328735352 0.5448414087295532 8.171796798706055e-05 0.00010058283805847168 0.9961677193641663 0.0031387507915496826 8.812546730041504e-05 0.9995500445365906 6.157159805297852e-05 8.338689804077148e-05 5.924701690673828e-05 5.5670738220214844e-05 0.00010415911674499512 0.0015784502029418945 8.189678192138672e-05 7.766485214233398e-05 0.029019981622695923 5.412101745605469e-05
780,2319.75,5.996227264404297e-05 0.0025131702423095703 9.956955909729004e-05 0.0033710598945617676 6.812810897827148e-05 6.16908073425293e-05 8.842349052429199e-05 0.12792742252349854 6.514787673950195e-05 0.06658726930618286 5.8531761169433594e-05 9.73045825958252e-05 5.930662155151367e-05 5.5849552154541016e-05 6.103515625e-05 0.00010403990745544434 0.18285393714904785 0.03725612163543701 0.004444777965545654 0.0013953745365142822 0.9940434098243713 0.0021079182624816895 0.0014148950576782227 0.0012255311012268066 0.002282261848449707 0.2443055510520935 0.9994632601737976 0.9985871315002441 7.146596908569336e-05 0.035062551498413086 0.002133667469024658 0.04726603627204895 0.9965935349464417 0.9996656179428101 0.047136008739471436 5.221366882324219e-05 0.9990220069885254 5.155801773071289e-05 0.0001093447208404541 5.137920379638672e-05 7.981061935424805e-05 6.896257400512695e-05 0.002108156681060791 7.873773574829102e-05 0.9994009733200073 5.3942203521728516e-05 6.598234176635742e-05 0.27903807163238525 0.003948509693145752 0.9992519021034241 0.9744969606399536 0.00013872981071472168 0.9958685636520386 0.9486910700798035 0.0030826330184936523 6.794929504394531e-05 0.0011311769485473633 0.00010529160499572754 5.835294723510742e-05 8.07642936706543e-05 0.00012961030006408691 0.9988401532173157 5.739927291870117e-05 7.152557373046875e-05 0.07232034206390381 9.456276893615723e-05 0.9995108842849731 0.00022116303443908691 0.9995119571685791 0.00013652443885803223 0.4390847086906433 5.4776668548583984e-05 0.9932833909988403 6.747245788574219e-05 0.9987267851829529 0.0006954371929168701 0.9996486902236938 6.389617919921875e-05 0.0026606321334838867 0.017275482416152954 5.459785461425781e-05 8.416175842285156e-05 0.9996631145477295 0.011589258909225464 0.00023704767227172852 5.370378494262695e-05 6.014108657836914e-05 7.289648056030273e-05 0.0017401576042175293 0.7963069677352905 0.00019881129264831543 0.9959335923194885 5.555152893066406e-05 6.157159805297852e-05 6.335973739624023e-05 6.860494613647461e-05 7.194280624389648e-05 5.525350570678711e-05 0.2186191976070404 0.0032640695571899414
781,2305.70,0.9996365308761597 0.0004181861877441406 0.9887004494667053 0.9986459612846375 5.751848220825195e-05 7.742643356323242e-05 0.00032648444175720215 0.0034768879413604736 0.9992020726203918 9.289383888244629e-05 0.0015923082828521729 0.0002897977828979492 0.05625218152999878 6.23464584350586e-05 6.276369094848633e-05 0.0003331005573272705 6.031990051269531e-05 0.0014349818229675293 8.630752563476562e-05 0.00011971592903137207 0.01795440912246704 5.882978439331055e-05 0.00190812349319458 0.1688339114189148 0.0017609596252441406 6.55055046081543e-05 8.669495582580566e-05 0.1252310872077942 0.006632626056671143 6.771087646484375e-05 0.998033344745636 0.9944562911987305 6.008148193359375e-05 6.16908073425293e-05 6.54458999633789e-05 0.998855710029602 5.2094459533691406e-05 0.9974420070648193 0.03787529468536377 0.9990538954734802 0.9878923892974854 0.09374722838401794 0.9995737671852112 6.383657455444336e-05 5.3882598876953125e-05 0.00016391277313232422 0.04471048712730408 0.0035344362258911133 0.00012049078941345215 0.001071542501449585 0.0012917518615722656 0.00800621509552002 0.00010952353477478027 0.1515742838382721 0.0016990303993225098 0.9925113916397095 7.665157318115234e-05 6.085634231567383e-05 0.19856733083724976 0.9976961016654968 0.00011560320854187012 6.729364395141602e-05 0.00857013463973999 0.999713122844696 0.0001105964183807373 6.270408630371094e-05 5.918741226196289e-05 0.00017529726028442383 0.03849315643310547 7.921457290649414e-05 0.002276122570037842 0.00012615323066711426 5.9604644775390625e-05 6.371736526489258e-05 5.173683166503906e-05 0.0006826817989349365 0.00022223591804504395 5.8770179748535156e-05 6.93202018737793e-05 0.00028452277183532715 0.0015239715576171875 0.9996410608291626 6.073713302612305e-05 0.00040468573570251465 5.561113357543945e-05 6.99758529663086e-05 0.0001335442066192627 6.473064422607422e-05 0.000984877347946167 7.253885269165039e-05 0.0019800662994384766 0.000845491886138916 0.9829874038696289 7.033348083496094e-05 6.717443466186523e-05 0.00010594725608825684 0.009818166494369507 6.026029586791992e-05 6.902217864990234e-05 0.0002206265926361084
782,2201.70,0.0050577521324157715 0.05384707450866699 0.7678458094596863 0.20120972394943237 0.4935743808746338 0.99967360496521 9.736418724060059e-05 0.0001601576805114746 0.00022265315055847168 0.0002664029598236084 0.0002681910991668701 0.9994770884513855 7.909536361694336e-05 6.520748138427734e-05 0.04676511883735657 0.0060956478118896484 0.0032969117164611816 0.0001259148120880127 5.555152893066406e-05 0.999545156955719 6.0498714447021484e-05 9.879469871520996e-05 7.194280624389648e-05 0.9996482133865356 0.9994882345199585 0.005171835422515869 0.9945456981658936 9.337067604064941e-05 0.11830967664718628 0.0017041563987731934 0.0024209320545196533 0.00010910630226135254 6.127357482910156e-05 7.981061935424805e-05 0.9994600415229797 0.0019475221633911133 0.000125199556350708 5.811452865600586e-05 6.29425048828125e-05 0.00023549795150756836 6.335973739624023e-05 5.6862831115722656e-05 0.0015222430229187012 0.9991472959518433 0.016529500484466553 0.0002676546573638916 0.002201765775680542 5.906820297241211e-05 6.175041198730469e-05 0.9991633892059326 5.829334259033203e-05 0.13626837730407715 0.04064136743545532 6.496906280517578e-05 8.237361907958984e-05 0.9995299577713013 0.9996356964111328 9.289383888244629e-05 5.817413330078125e-05 6.395578384399414e-05 0.06455197930335999 6.747245788574219e-05 0.9994804263114929 0.00035375356674194336 0.9996994733810425 5.626678466796875e-05 0.00016355514526367188 0.9995998740196228 6.079673767089844e-05 0.0002353191375732422 0.9983121156692505 0.00023102760314941406 8.380413055419922e-05 8.872151374816895e-05 0.0010912418365478516 0.005055516958236694 0.003513932228088379 0.023150533437728882 0.0006626248359680176 0.9992419481277466 6.788969039916992e-05 6.586313247680664e-05 0.015753090381622314 0.13807407021522522 0.021728575229644775 5.793571472167969e-05 5.4955482482910156e-05 6.157159805297852e-05 0.016094237565994263 9.307265281677246e-05 0.999518871307373 6.300210952758789e-05 0.0001983344554901123 7.891654968261719e-05 0.0025111138820648193 6.29425048828125e-05 6.693601608276367e-05 7.420778274536133e-05 7.742643356323242e-05 5.942583084106445e-05
783,2225.25,0.8742583990097046 0.00020673871040344238 5.7220458984375e-05 0.9968798160552979 7.37905502319336e-05 5.322694778442383e-05 8.392333984375e-05 5.930662155151367e-05 7.909536361694336e-05 5.5909156799316406e-05 7.784366607666016e-05 6.473064422607422e-05 0.020200073719024658 0.014679491519927979 0.15079045295715332 9.551644325256348e-05 6.020069122314453e-05 7.289648056030273e-05 6.16908073425293e-05 0.05082815885543823 0.0003496408462524414 0.9992427825927734 5.84721565246582e-05 0.001355588436126709 6.300210952758789e-05 0.00010213255882263184 0.8737012147903442 0.001662611961364746 0.0029491186141967773 0.060706377029418945 0.9868751764297485 8.392333984375e-05 0.03161618113517761 0.0019211769104003906 0.0011225640773773193 0.00516664981842041 0.000206679105758667 5.5849552154541016e-05 0.00931859016418457 0.9996033310890198 0.0001659989356994629 6.490945816040039e-05 6.383657455444336e-05 6.526708602905273e-05 0.0014893412590026855 0.00019487738609313965 0.05373382568359375 0.00957942008972168 9.796023368835449e-05 7.128715515136719e-05 5.894899368286133e-05 6.413459777832031e-05 8.291006088256836e-05 7.56978988647461e-05 0.005498528480529785 0.9970318078994751 0.9989545345306396 8.71121883392334e-05 0.1887671947479248 0.0007900595664978027 0.9967663288116455 0.5531926155090332 0.00011274218559265137 0.00011679530143737793 5.6624412536621094e-05 5.269050598144531e-05 0.22498339414596558 0.06923991441726685 7.69495964050293e-05 0.00015670061111450195 6.681680679321289e-05 0.0018010139465332031 7.849931716918945e-05 0.00185394287109375 0.16243556141853333 0.9757809042930603 8.225440979003906e-05 0.9907702803611755 5.930662155151367e-05 8.20159912109375e-05 0.9995458722114563 0.003253549337387085 8.362531661987305e-05 6.41942024230957e-05 5.543231964111328e-05 0.019287824630737305 5.620718002319336e-05 9.432435035705566e-05 0.9996359348297119 7.492303848266602e-05 6.335973739624023e-05 0.999245285987854 0.001578211784362793 5.739927291870117e-05 0.9981234669685364 0.08450078964233398 0.007204979658126831 5.626678466796875e-05 0.05429738759994507 6.562471389770508e-05
784,2233.45,0.9994971752166748 7.992982864379883e-05 0.9813763499259949 6.562471389770508e-05 0.10250100493431091 7.432699203491211e-05 8.040666580200195e-05 0.06168478727340698 7.921457290649414e-05 5.799531936645508e-05 0.000186920166015625 5.1856040954589844e-05 0.012365520000457764 0.018725991249084473 0.0023125410079956055 0.0021816492080688477 0.05301225185394287 0.00029009580612182617 0.00028058886528015137 0.19567999243736267 5.412101745605469e-05 6.431341171264648e-05 7.158517837524414e-05 0.8226893544197083 6.818771362304688e-05 5.3048133850097656e-05 9.503960609436035e-05 0.004022181034088135 5.1915645599365234e-05 5.894899368286133e-05 0.04941508173942566 0.9985256791114807 0.006576091051101685 5.459785461425781e-05 0.00017052888870239258 0.004902154207229614 0.9983068704605103 7.766485214233398e-05 8.052587509155273e-05 5.936622619628906e-05 0.9995781779289246 9.486079216003418e-05 5.9604644775390625e-05 0.00455138087272644 0.9996947050094604 5.602836608886719e-05 7.11679458618164e-05 0.9992319345474243 0.0001615285873413086 0.00039499998092651367 5.84721565246582e-05 0.32661545276641846 5.447864532470703e-05 5.793571472167969e-05 0.9996107220649719 0.9991725087165833 0.0010981857776641846 0.9549910426139832 0.00011309981346130371 0.00017195940017700195 0.006950289011001587 0.0004378855228424072 8.505582809448242e-05 0.002559661865234375 6.985664367675781e-05 0.6309391856193542 0.0010428130626678467 0.9992978572845459 8.428096771240234e-05 5.644559860229492e-05 0.00020501017570495605 0.012533217668533325 0.14575019478797913 0.0014516711235046387 0.00019940733909606934 6.216764450073242e-05 0.00018471479415893555 5.900859832763672e-05 5.817413330078125e-05 7.623434066772461e-05 0.0001728534698486328 0.025035619735717773 8.675456047058105e-05 5.3882598876953125e-05 0.11722725629806519 5.7756900787353516e-05 0.9993367791175842 5.7697296142578125e-05 0.00011947751045227051 0.0030957162380218506 6.282329559326172e-05 5.841255187988281e-05 0.020959794521331787 9.551644325256348e-05 0.09898829460144043 0.05769580602645874 0.007658720016479492 5.3822994232177734e-05 9.062886238098145e-05 5.2869319915771484e-05
785,2175.80,0.9986963868141174 5.817413330078125e-05 6.157159805297852e-05 0.0968250036239624 6.252527236938477e-05 0.00393599271774292 5.990266799926758e-05 0.0014647245407104492 7.802248001098633e-05 0.5806880593299866 5.9545040130615234e-05 5.549192428588867e-05 7.098913192749023e-05 0.5114403963088989 0.00011721253395080566 0.0017060637474060059 6.377696990966797e-05 7.992982864379883e-05 0.9987829327583313 0.03259369730949402 0.0005103051662445068 7.814168930053711e-05 5.906820297241211e-05 0.00014331936836242676 0.009397506713867188 0.5146392583847046 0.0003133118152618408 0.00034630298614501953 7.480382919311523e-05 0.9992955923080444 0.9994803071022034 0.00012502074241638184 0.9996471405029297 6.121397018432617e-05 0.015725791454315186 0.9996405839920044 5.751848220825195e-05 5.710124969482422e-05 0.019841670989990234 7.557868957519531e-05 0.00014534592628479004 8.046627044677734e-05 0.2825080156326294 0.00379297137260437 6.914138793945312e-05 5.716085433959961e-05 0.8266761898994446 0.9994645714759827 5.3048133850097656e-05 0.9416901469230652 0.0005640685558319092 7.092952728271484e-05 7.414817810058594e-05 0.00021377205848693848 5.424022674560547e-05 0.841862142086029 0.0061380863189697266 0.0001207888126373291 0.09682032465934753 7.086992263793945e-05 0.023251652717590332 5.78761100769043e-05 0.0018147826194763184 0.0003059506416320801 0.9995356798171997 5.811452865600586e-05 5.638599395751953e-05 0.000247955322265625 0.0001647472381591797 9.796023368835449e-05 0.00013557076454162598 0.0006958544254302979 5.5909156799316406e-05 5.7697296142578125e-05 9.265542030334473e-05 5.817413330078125e-05 6.842613220214844e-05 5.65648078918457e-05 0.00018268823623657227 0.00010636448860168457 5.942583084106445e-05 7.873773574829102e-05 0.15088504552841187 0.1789732277393341 0.09129494428634644 0.0010836422443389893 0.11505448818206787 6.645917892456055e-05 0.9839159846305847 6.788969039916992e-05 0.00014659762382507324 6.192922592163086e-05 7.933378219604492e-05
786,2113.05,0.9996616840362549 0.008636325597763062 9.79006290435791e-05 0.00035837292671203613 0.00015085935592651367 0.9989854693412781 0.002058684825897217 0.9993792772293091 0.0020101070404052734 0.01587700843811035 0.06145894527435303 6.192922592163086e-05 0.0009950697422027588 0.0009382069110870361 0.9994207620620728 6.0617923736572266e-05 0.12503209710121155 0.9699633717536926 0.00017303228378295898 5.5730342864990234e-05 0.00011029839515686035 0.9971402883529663 0.969836413860321 0.006693780422210693 6.35385513305664e-05 0.0038797855377197266 0.9988263249397278 0.01009705662727356 0.0008124113082885742 0.0005713105201721191 6.604194641113281e-05 0.003765612840652466 0.10533303022384644 0.016954898834228516 9.813904762268066e-05 0.002631068229675293 0.9996888637542725 0.9898942112922668 0.9995933175086975 0.9791485071182251 0.08132860064506531 0.002376466989517212 0.9996451139450073 0.00011840462684631348 6.264448165893555e-05 7.855892181396484e-05 8.758902549743652e-05 0.77093106508255 0.9992294311523438 6.73532485961914e-05 0.03668242692947388 0.9996547698974609 0.0014650225639343262 0.0028577446937561035 6.890296936035156e-05 0.1413988471031189 5.46574592590332e-05 0.0006552040576934814 0.9799899458885193 6.312131881713867e-05 7.31348991394043e-05 0.0008803606033325195 0.00016003847122192383 0.00021019577980041504 0.0035790205001831055 5.6743621826171875e-05 0.0003701746463775635 8.177757263183594e-05 0.00040540099143981934 8.058547973632812e-05 5.3882598876953125e-05 0.11007440090179443 5.632638931274414e-05 8.878111839294434e-05 0.0033196210861206055 5.2869319915771484e-05 7.009506225585938e-05 0.9995114803314209 0.13408184051513672 0.00450444221496582 0.5466366410255432 0.029245853424072266 0.9993482232093811 0.4997047781944275 7.259845733642578e-05 0.06351414322853088 7.784366607666016e-05 0.0001226365566253662 6.771087646484375e-05 0.0035246610641479492 5.918741226196289e-05 6.29425048828125e-05 5.8591365814208984e-05 0.1630956530570984 5.167722702026367e-05 0.0048067569732666016 0.23784726858139038 0.9889129996299744 0.00010672211647033691 5.918741226196289e-05
787,2054.50,0.023598402738571167 0.0001411736011505127 9.402632713317871e-05 0.9943773150444031 0.016958385705947876 0.018267124891281128 0.9950056672096252 0.004213064908981323 0.00010964274406433105 0.20926958322525024 0.017193347215652466 0.02053654193878174 0.0048476457595825195 0.9995763897895813 0.9996059536933899 9.486079216003418e-05 5.358457565307617e-05 0.9992967844009399 5.054473876953125e-05 9.116530418395996e-05 6.42538070678711e-05 0.11030033230781555 0.04193046689033508 6.80088996887207e-05 8.291006088256836e-05 0.0001983344554901123 0.08816057443618774 0.00157928466796875 0.000748753547668457 7.95125961303711e-05 0.0014232397079467773 0.9992140531539917 0.7471857666969299 5.620718002319336e-05 0.00012621283531188965 0.42972391843795776 7.671117782592773e-05 5.418062210083008e-05 6.151199340820312e-05 0.9623375535011292 0.08516395092010498 8.83638858795166e-05 0.9996633529663086 6.008148193359375e-05 5.7816505432128906e-05 0.9897058010101318 5.340576171875e-05 0.004408478736877441 7.170438766479492e-05 0.9996254444122314 0.9960796236991882 6.365776062011719e-05 0.0018847882747650146 0.10648548603057861 0.00010821223258972168 0.0002512931823730469 0.005343049764633179 7.641315460205078e-05 0.9970263838768005 0.045300424098968506 6.264448165893555e-05 0.0002605020999908447 0.0026502609252929688 0.9996041655540466 5.7578086853027344e-05 0.00010737776756286621 0.0005588829517364502 0.00014343857765197754 5.7220458984375e-05 6.0558319091796875e-05 0.004249930381774902 0.00011226534843444824 0.005668908357620239 6.878376007080078e-05 6.490945816040039e-05 0.9993736147880554 0.9996873140335083 0.998364269733429 0.6954411864280701 0.9993389248847961 0.9995263814926147 0.003932952880859375 6.639957427978516e-05 0.0005958080291748047 0.00010922551155090332 5.412101745605469e-05 0.049650102853775024 6.639957427978516e-05 9.277462959289551e-05 7.081031799316406e-05 0.8834404349327087 5.7637691497802734e-05 0.0009236633777618408 7.581710815429688e-05 5.555152893066406e-05 0.004057109355926514 0.0031157732009887695 0.9996066689491272 0.0005486607551574707 5.429983139038086e-05
788,2029.15,0.4515126943588257 0.012957334518432617 0.004162788391113281 0.002077639102935791 0.2474927306175232 0.9995929598808289 0.9991145730018616 0.001301407814025879 0.003494471311569214 0.999393105506897 5.263090133666992e-05 0.9996066689491272 0.024062752723693848 0.00010696053504943848 0.3847627639770508 0.001650482416152954 0.9995317459106445 5.7816505432128906e-05 0.9986108541488647 0.026885151863098145 0.9996483325958252 0.00754353404045105 0.999431312084198 8.991360664367676e-05 0.0013145804405212402 0.0001461803913116455 5.21540641784668e-05 0.052670568227767944 0.001620650291442871 0.9463781714439392 0.0016056299209594727 0.9991294741630554 0.36670953035354614 6.633996963500977e-05 0.00033274292945861816 6.29425048828125e-05 0.0022680461406707764 0.00017213821411132812 0.7816910147666931 0.047962188720703125 0.004745841026306152 0.0021110177040100098 0.003596782684326172 0.00015676021575927734 0.00227278470993042 0.00010231137275695801 0.0011886358261108398 0.2952578663825989 6.514787673950195e-05 7.265806198120117e-05 0.06050300598144531 6.639957427978516e-05 5.793571472167969e-05 0.002551943063735962 0.9993865489959717 0.001546621322631836 6.335973739624023e-05 0.999661922454834 5.5730342864990234e-05 5.996227264404297e-05 5.5670738220214844e-05 6.467103958129883e-05 0.9997261166572571 7.665157318115234e-05 0.0004546642303466797 0.9996562004089355 9.176135063171387e-05 0.004212677478790283 5.412101745605469e-05 6.216764450073242e-05 0.00017583370208740234 0.9993782043457031 0.00017136335372924805 0.007641017436981201 0.9994986057281494 0.0002358555793762207 0.010299324989318848 0.0013284683227539062 0.9988101720809937 0.046634554862976074 0.07809793949127197 7.134675979614258e-05 0.9073861241340637 5.155801773071289e-05 6.556510925292969e-05 0.9996354579925537 0.8382228016853333 7.069110870361328e-05 0.0012336969375610352 0.00125160813331604 0.05256342887878418 5.888938903808594e-05 5.882978439331055e-05 0.003976345062255859 5.698204040527344e-05 6.204843521118164e-05 0.05373263359069824 6.389617919921875e-05 0.0001525282859802246 8.058547973632812e-05
789,1996.40,0.9995493292808533 6.103515625e-05 6.365776062011719e-05 0.0017993450164794922 0.0015107393264770508 0.0025589466094970703 0.8405853509902954 7.75456428527832e-05 0.41987037658691406 6.872415542602539e-05 0.9995693564414978 0.0014085173606872559 0.9986670017242432 0.0021396279335021973 6.973743438720703e-05 0.0017920732498168945 0.20146119594573975 0.9995104074478149 0.00010368227958679199 0.005545109510421753 0.00010856986045837402 0.00010713934898376465 0.9995927214622498 0.9987493753433228 6.681680679321289e-05 5.40614128112793e-05 0.9996380805969238 0.002119123935699463 0.9994710087776184 0.002102971076965332 0.002980053424835205 0.015567779541015625 0.9995933175086975 5.930662155151367e-05 0.011058986186981201 7.2479248046875e-05 0.0034983158111572266 0.999563992023468 8.824467658996582e-05 6.23464584350586e-05 0.00011035799980163574 0.8703470826148987 9.337067604064941e-05 0.000141829252243042 0.00011709332466125488 0.00013390183448791504 0.0024813413619995117 0.9955991506576538 9.34302806854248e-05 0.9992801547050476 0.03151431679725647 0.00026860833168029785 0.41790592670440674 5.835294723510742e-05 6.103515625e-05 0.02386540174484253 0.01581510901451111 0.9994267225265503 6.645917892456055e-05 0.0001074373722076416 0.0014592409133911133 0.9996034502983093 0.009308189153671265 5.7756900787353516e-05 0.00010201334953308105 0.9993423819541931 9.438395500183105e-05 9.146332740783691e-05 0.9995517134666443 0.0003928542137145996 0.0029574036598205566 5.793571472167969e-05 7.218122482299805e-05 0.012526750564575195 6.765127182006836e-05 5.990266799926758e-05 0.9996522665023804 9.968876838684082e-05 0.0017333626747131348 0.00011846423149108887 0.003832995891571045 0.0019029974937438965 0.00015348196029663086 0.9996115565299988 8.699297904968262e-05 0.9858929514884949 0.006553947925567627 0.99960857629776 0.02828580141067505 0.001471400260925293 7.396936416625977e-05 0.0018884539604187012 0.9765005111694336 0.0004112422466278076 6.747245788574219e-05 6.091594696044922e-05 0.9333961009979248 5.435943603515625e-05 6.556510925292969e-05 0.0002008378505706787
790,1899.50,0.006945550441741943 0.18311330676078796 5.888938903808594e-05 0.9993839263916016 0.9989727735519409 7.253885269165039e-05 0.0005673766136169434 7.18235969543457e-05 0.9729414582252502 6.967782974243164e-05 0.00175514817237854 0.00016510486602783203 0.004430145025253296 5.906820297241211e-05 6.777048110961914e-05 0.00017648935317993164 5.412101745605469e-05 0.0007358193397521973 6.765127182006836e-05 5.6624412536621094e-05 5.620718002319336e-05 6.74128532409668e-05 8.428096771240234e-05 7.867813110351562e-05 0.9983541965484619 5.221366882324219e-05 0.6856871247291565 5.65648078918457e-05 0.9977992177009583 0.9980266690254211 5.543231964111328e-05 0.0033504366874694824 0.00013759732246398926 0.00010100007057189941 0.00012168288230895996 0.9996562004089355 5.6684017181396484e-05 0.9996021389961243 0.003395944833755493 0.999197781085968 0.32414931058883667 0.9953697323799133 0.9453544020652771 0.9997242093086243 5.894899368286133e-05 7.045269012451172e-05 8.165836334228516e-05 5.602836608886719e-05 0.9982361793518066 0.002189815044403076 0.04145610332489014 5.322694778442383e-05 0.9856160879135132 0.9994832277297974 0.8526564240455627 0.0008116364479064941 0.0004960596561431885 6.99758529663086e-05 0.7210504412651062 5.161762237548828e-05 7.37905502319336e-05 0.0002988576889038086 7.861852645874023e-05 5.710124969482422e-05 0.9559319615364075 0.00011119246482849121 0.9997022747993469 0.00010034441947937012 0.9968462586402893 0.9997005462646484 0.0017473101615905762 0.001077890396118164 0.015471994876861572 0.9996127486228943 6.943941116333008e-05 0.9997072815895081 6.371736526489258e-05 0.9806338548660278 0.0377579927444458 6.0558319091796875e-05 0.0007079839706420898 0.14352431893348694 0.9931347370147705 0.00014403462409973145 5.918741226196289e-05 6.824731826782227e-05 0.0015527606010437012 0.0012011528015136719 5.9723854064941406e-05 6.979703903198242e-05 5.3763389587402344e-05 0.16300076246261597 5.346536636352539e-05 0.08543258905410767 5.692243576049805e-05 0.00014844536781311035 0.9996440410614014 0.0030592679977416992 5.942583084106445e-05 0.00020107626914978027
791,1929.80,0.9985876083374023 0.9966758489608765 0.00010839104652404785 0.0005653202533721924 7.277727127075195e-05 0.009580135345458984 0.07877200841903687 0.9989333748817444 0.09644836187362671 0.0013431310653686523 0.00030308961868286133 0.1269134283065796 0.12457314133644104 6.03795051574707e-05 0.06747686862945557 0.9982311129570007 0.9995760321617126 9.641051292419434e-05 6.246566772460938e-05 0.00014278292655944824 8.830428123474121e-05 0.2329448163509369 0.8654392957687378 5.882978439331055e-05 6.479024887084961e-05 6.949901580810547e-05 7.516145706176758e-05 0.9991421699523926 0.10638958215713501 0.24643313884735107 7.253885269165039e-05 0.9968234300613403 7.271766662597656e-05 0.9996145963668823 0.4291113018989563 0.9991280436515808 0.03419238328933716 0.9992582201957703 0.999461829662323 0.9993022680282593 6.681680679321289e-05 7.95125961303711e-05 0.9979314804077148 0.05153679847717285 0.0019879937171936035 0.005015641450881958 0.9994643330574036 0.039144039154052734 0.16676199436187744 0.0002453923225402832 7.140636444091797e-05 0.9977931976318359 0.97393798828125 6.186962127685547e-05 0.00017791986465454102 5.632638931274414e-05 0.002695918083190918 0.9996603727340698 0.9970986843109131 7.414817810058594e-05 5.644559860229492e-05 7.963180541992188e-05 0.005490541458129883 0.9596596956253052 5.4836273193359375e-05 0.9476590752601624 6.788969039916992e-05 5.900859832763672e-05 0.7355536222457886 0.00013634562492370605 5.4836273193359375e-05 5.418062210083008e-05 7.051229476928711e-05 7.802248001098633e-05 6.783008575439453e-05 7.808208465576172e-05 8.153915405273438e-05 0.00011178851127624512 7.158517837524414e-05 0.0019568800926208496 5.817413330078125e-05 7.76052474975586e-05 9.974837303161621e-05 0.9985333681106567 0.5370766520500183
792,1946.75,8.639693260192871e-05 0.0058632493019104 0.9990389347076416 0.999107301235199 5.829334259033203e-05 0.999622106552124 0.00016379356384277344 8.040666580200195e-05 6.836652755737305e-05 0.9994096755981445 5.650520324707031e-05 5.6862831115722656e-05 5.805492401123047e-05 0.9991368651390076 9.945034980773926e-05 0.9967677593231201 8.681416511535645e-05 0.001555025577545166 0.9994648098945618 0.00012633204460144043 0.996376097202301 0.9911439418792725 0.7474473714828491 0.9995829463005066 0.9996703863143921 0.9991575479507446 0.00012364983558654785 0.009842395782470703 5.996227264404297e-05 0.0027396678924560547 0.92672199010849 9.658932685852051e-05 0.05708557367324829 7.230043411254883e-05 0.1493990421295166 6.443262100219727e-05 0.6885120272636414 5.5670738220214844e-05 0.0007984340190887451 5.424022674560547e-05 0.012718737125396729 6.139278411865234e-05 0.04141426086425781 0.5581071972846985 0.005583763122558594 8.171796798706055e-05 5.990266799926758e-05 7.534027099609375e-05 0.9996778964996338 6.73532485961914e-05 6.633996963500977e-05 5.4001808166503906e-05 0.0001544356346130371 0.0016822516918182373 7.95125961303711e-05 0.020762324333190918 0.9963022470474243 0.00017493963241577148 0.9994872808456421 0.004700183868408203 0.9993374943733215 0.00018101930618286133 0.09939008951187134 0.019390642642974854 6.186962127685547e-05 6.16908073425293e-05 5.8650970458984375e-05 0.00011584162712097168 0.09895491600036621 0.013128280639648438 0.0025970637798309326 0.00011679530143737793 7.808208465576172e-05 8.624792098999023e-05 0.00018578767776489258 0.6221908330917358 6.639957427978516e-05 0.00011840462684631348 0.9852312803268433 6.955862045288086e-05 0.0022758543491363525 0.04063618183135986 0.31779390573501587 9.354948997497559e-05 5.882978439331055e-05 0.9252208471298218 0.002425938844680786 0.0007236301898956299 6.520748138427734e-05 0.9996695518493652 6.717443466186523e-05 0.03945767879486084 7.56978988647461e-05 5.6803226470947266e-05 6.115436553955078e-05 0.0027719438076019287 6.020069122314453e-05 0.9996774196624756 0.00015407800674438477 6.437301635742188e-05
